objective_2,genotype_1,genotype_2,step
989.1,0.6,0.4,1
4909.2,0.3,0.1,2
205.5,1.0,0.7,3
740.8666666666667,0.7,0.5,4
4377.933333333333,0.4,0.1,5
2211.9666666666667,0.9,0.0,6
201.76666666666668,0.2,0.9,7
222.96666666666667,0.6,0.5,8
202.3,1.0,0.8,9
1379.8666666666666,1.0,0.0,10
201.76666666666668,0.7,1.0,11
205.86666666666667,0.4,1.0,12
205.7,0.3,0.9,13
3143.8,0.7,0.2,14
214.56666666666666,0.7,0.6,15
1240.2666666666667,0.2,0.3,16
202.3,0.5,0.8,17
452.3666666666667,0.11371647623919715,0.36173663262702604,18
194.4,0.4,0.9849172716105026,19
200.63333333333333,0.6,0.931215712400185,20
1232.9333333333334,0.6,0.3,21
204.2,0.8704496233223258,0.6618723424821413,22
1418.8333333333333,0.934421353674584,0.0,23
213.1,0.6513083471258748,0.6,24
201.16666666666666,0.19285601755971465,0.9,25
728.1333333333333,0.1,0.3178914734400336,26
205.86666666666667,0.2,1.0,27
215.76666666666668,0.3,0.9151740922974844,28
206.7,0.385581009404372,1.0,29
3880.4666666666667,1.0,0.10593247221477065,30
466.1333333333333,0.6811097663966852,0.5,31
211.3,0.9,0.8,32
210.3,0.7,0.9,33
209.23333333333332,0.1,0.6183181890997759,34
372.8333333333333,0.6345090533748108,0.4008909841118388,35
2391.8333333333335,1.0,0.0016386701891661025,36
213.36666666666667,0.1,0.7501593949265942,37
209.56666666666666,0.19285601755971465,0.931215712400185,38
202.86666666666667,0.07067553624880411,0.9472637200612773,39
481.1333333333333,0.9938251443587276,0.48358352639059526,40
629.9,0.550917942759096,0.4008909841118388,41
453.4,0.0712514874740651,0.36173663262702604,42
1246.4,0.1,0.32271252142796714,43
1649.1333333333334,0.9272058040637191,0.0,44
2142.8,0.934421353674584,0.01789147344025921,45
200.76666666666668,0.4,0.9147102424044495,46
3135.6,0.6660394872430275,0.02631964864884222,47
1118.8333333333333,0.1317519373890677,0.46766910462644196,48
1379.8666666666666,0.9771308776159462,0.0,49
212.1,0.2,0.8810928531387248,50
204.2,0.8698439613794671,0.6618723424821413,51
1369.3333333333333,0.9371246955516053,0.0,52
1005.8666666666667,0.1,0.2550805407067845,53
228.2,0.18627552782841433,0.7506236487256013,54
1592.1,0.9996783588213889,0.00014306613955863411,55
200.56666666666666,0.4369014614831401,0.9849172716105026,56
213.03333333333333,0.015817629208667715,0.6183181890997759,57
196.73333333333332,0.1,0.5801905316763208,58
202.7,0.13569869218373937,0.9,59
204.6,0.9782090016495678,0.9319447699733884,60
728.9333333333333,0.9767567974535464,0.47693577435409307,61
209.43333333333334,0.913202341156946,0.9111117068769768,62
464.4,0.9768776973081517,0.5695920501176022,63
994.4,0.6519131705928056,0.4008909841118388,64
202.0,0.385581009404372,0.9983488009602585,65
1923.3666666666666,0.6984054554146414,0.0193635771516087,66
209.53333333333333,0.5694939429364471,0.4994322095559084,67
204.7,0.7029519420844832,0.9176354020349752,68
1163.8,0.9314664935974111,0.0,69
216.13333333333333,0.947593709271105,0.8995844839519431,70
2448.4666666666667,0.6287053365248451,0.011572708061166125,71
203.46666666666667,0.8794356842053755,0.8,72
207.1,0.20724463367508122,0.9,73
473.8,0.9970090638635959,0.4864204583385206,74
206.06666666666666,0.09887627854246714,0.6558487731815156,75
7210.333333333333,0.9318178409252964,0.05690291310317974,76
212.26666666666668,0.8717869950861145,0.798520583981235,77
1774.9666666666667,0.885155905948284,0.0,78
205.2,0.3427751873754058,0.6733538428388017,79
199.63333333333333,0.35238947198650117,0.9147102424044495,80
727.0,0.6,0.4786137825030289,81
203.43333333333334,0.39507238081520474,0.9849172716105026,82
201.2,0.407440510570955,0.9787181365374795,83
217.76666666666668,0.601165266220487,0.8936742079430342,84
203.0,0.6052748165140457,0.931215712400185,85
198.83333333333334,0.4761628943522931,0.9992689532494072,86
199.6,0.9164820038382249,0.9658391725876072,87
202.26666666666668,0.1,0.7043572457755352,88
738.7666666666667,0.6395250135800253,0.4008909841118388,89
203.46666666666667,0.8794356842053755,0.8,90
204.3,0.36298304595967046,0.9147102424044495,91
737.3333333333334,0.9960768777172346,0.4845583355698662,92
211.46666666666667,0.09913076450566702,0.6640114388712354,93
6716.1,0.9368017099840161,0.05690291310317974,94
212.26666666666668,0.8717869950861145,0.798520583981235,95
1774.9666666666667,0.885155905948284,0.0,96
204.43333333333334,0.2532443517975595,0.6739950897229439,97
200.8,0.8688696994513251,0.9658391725876072,98
194.06666666666666,0.4761628943522931,0.9778827229849403,99
210.1,0.39886742280189014,0.9849172716105026,100
219.66666666666666,0.05674051519227339,0.6548739640022271,101
197.9,0.47703955574008716,0.9479387384144978,102
199.6,0.9168049894058141,0.9658391725876072,103
214.26666666666668,0.9162971744527612,0.8994238637362659,104
209.66666666666666,0.07650218507828574,0.6183181890997759,105
204.8,0.09887627854246714,0.9803475492676468,106
214.7,0.5918908817241997,0.5410816024575352,107
204.4,0.9168056796570063,0.781572433679029,108
200.66666666666666,0.4761628943522931,0.9825913292261422,109
203.66666666666666,0.4309485374070798,0.9997676971480944,110
1379.8666666666666,0.9937671276557165,0.0,111
207.56666666666666,0.1369014617256862,0.5801905316763208,112
205.06666666666666,0.9,0.6704496233223274,113
196.66666666666666,0.9023093147143892,0.9673771704238643,114
209.53333333333333,0.9880871208327253,0.9071706830377021,115
203.83333333333334,0.8996763241812186,0.9349882837187871,116
1629.4666666666667,0.9410814924804516,0.0002956294905023249,117
728.4666666666667,0.9938251443587276,0.4763679840766411,118
200.16666666666666,0.6178910004878886,0.936340895024793,119
723.8,0.5933329031414896,0.4613910685499327,120
737.7,0.4751062384050456,0.5005149989618551,121
194.76666666666668,0.402681832613923,0.9779713052740862,122
196.56666666666666,0.47641508263980936,0.9848286893213565,123
734.0333333333333,0.9969301001842761,0.3366767702971512,124
719.7666666666667,0.6592032236992702,0.4400183730085402,125
731.4,0.993156657790767,0.4262820841396575,126
212.46666666666667,0.1,0.5939068366282274,127
199.66666666666666,0.8611723356152314,0.9214042852863441,128
198.43333333333334,0.608035485387009,0.9778827229849403,129
198.43333333333334,0.9332293515717659,0.9673771704238643,130
208.4,0.9599161646129215,0.9023786162209972,131
205.6,0.9012354180897987,0.7296884441005764,132
202.7,0.4659969744006512,0.9509564449863923,133
2004.3333333333333,0.9376877176950857,0.0002366766140715182,134
459.43333333333334,0.1369014617256862,0.5729749821596957,135
198.33333333333334,0.4205733059450768,0.9803728783941787,136
715.8,0.15740385876096605,0.4667682255034237,137
205.63333333333333,0.09765537250618221,0.6605816827542857,138
3837.4,0.4572726899280175,0.03151144839624172,139
206.2,0.9395582293829035,0.9340148971850185,140
207.5,0.9023093147143892,0.8054147506931839,141
205.13333333333333,0.9371246955516053,0.9582539053961805,142
2219.866666666667,0.39441531619970255,0.01653976490982321,143
2577.6666666666665,0.9062941047638098,0.009521796223232659,144
210.6,0.040391269713222155,0.5419258901404322,145
206.6,0.09984775724499792,0.9991033709196845,146
197.83333333333334,0.4761628943522931,0.98872559433261,147
723.5333333333333,0.8636062811130929,0.38815492172445776,148
458.8666666666667,0.1,0.5835288010350295,149
199.46666666666667,0.8366361203195647,0.9758877359105279,150
198.13333333333333,0.38456774998915205,0.9811812981755189,151
203.53333333333333,0.9747207545595199,0.9673771704238643,152
452.6666666666667,0.42984431987854704,0.5801905316763208,153
202.0,0.4761628943522931,0.9838581629979304,154
1704.6,0.934421353674584,0.017405598323077087,155
2589.8,0.9227053377774705,0.009600395531723871,156
204.3,0.39897687621877975,0.8433190802862697,157
213.46666666666667,0.4815156041732257,0.6473238461358118,158
195.63333333333333,0.8958682713414573,0.9778827229849403,159
212.9,0.9860244475260135,0.7198846456435647,160
481.6333333333333,0.9082320080694497,0.3516216339517803,161
465.6333333333333,0.0852589282919344,0.5598655929470056,162
202.0,0.5345952222996703,0.9769929026670445,163
206.03333333333333,0.1738029234513724,0.5801905316763208,164
220.53333333333333,0.7716850414121246,0.7296884441005764,165
212.73333333333332,0.1369014617256862,0.5420628748595198,166
1204.8666666666666,0.9275780114653511,0.4262820841396575,167
211.06666666666666,0.9400398998892531,0.5326831632248219,168
211.73333333333332,0.8847423875399759,0.7313003986641716,169
201.73333333333332,0.9147410717080657,0.8201879528100188,170
206.13333333333333,0.39995932812041957,0.9899297550028876,171
201.23333333333332,0.4200874308314154,0.9779713052740862,172
4116.733333333334,0.9200019959004493,0.10593247221477065,173
2992.7,0.09577824032605546,0.011234564122747325,174
193.66666666666666,0.3730213989921934,0.9754425848588859,175
213.46666666666667,0.4815156041732257,0.6473238461358118,176
195.63333333333333,0.8958682713414573,0.9778827229849403,177
212.9,0.9860244475260135,0.7198846456435647,178
481.6333333333333,0.9082320080694497,0.3516216339517803,179
